,MS01.1.R2,MS01.2.R2,MS01.3.R2,MS01.4.R2,MS01.5.R2,MS01.6.R2,MS03.1.R2,MS03.2.R2,MS03.3.R2,MS03.4.R2,MS03.5.R2,MS03.6.R2,MS07.1.R2,MS07.2.R2,MS07.3.R2,MS07.4.R2,MS07.5.R2,MS07.6.R2,MS14.1.R2,MS14.2.R2,MS14.3.R2,MS14.4.R2,MS14.5.R2,MS14.6.R2,MS21.1.R2,MS21.2.R2,MS21.3.R2,MS21.4.R2,MS21.5.R2,MS21.6.R2,MS28.1.R2,MS28.2.R2,MS28.3.R2,MS28.4.R2,MS28.5.R2,MS28.6.R2,MS35.1.R2,MS35.2.R2,MS35.3.R2,MS35.4.R2,MS35.5.R2,MS35.6.R2
Bac_Planctomycetales_genus,0,0,0,764,1208,582,0,0,485,0,0,943,0,932,347,1078,0,0,0,16157,0,0,970,0,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Subgroup_5_genus,0,653,2970,741,0,0,0,507,1192,0,0,686,1469,1035,0,0,0,0,0,0,15680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Ruminococcaceae_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20888,0,0,0,0,3540,0,0,0,0,0,0,0,0,0,0,0
Bac_Lachnospiraceae_UCG-006,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Planctopirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Subgroup_7_genus,0,154,0,2223,0,904,989,1521,0,0,0,1144,0,2328,0,299,0,0,0,0,0,0,0,0,0,0,0,0,13468,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Desertimonas,0,1010,0,382,0,0,0,0,920,676,0,0,0,0,0,0,0,0,668,0,14234,0,0,0,0,0,0,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_UCG-010_genus,662,0,0,424,99,215,0,0,0,313,0,236,0,0,0,0,0,1672,0,0,0,0,0,0,0,14203,0,0,0,0,1162,0,0,0,0,0,0,0,3503,0,0,0
Bac_Haliangiaceae_genus,0,0,1528,632,1006,87,0,1076,3765,0,0,176,0,0,0,0,0,0,0,0,0,549,1363,0,0,0,4984,0,0,0,0,0,4188,0,3064,0,0,0,0,0,0,0
Bac_Rokubacteriales_genus,0,461,0,348,0,212,465,0,1401,0,0,323,691,1095,528,422,0,0,0,0,0,893,2880,0,0,0,0,0,0,0,0,0,12416,0,0,0,0,0,0,0,0,0
Bac_Carnobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Promicromonospora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17099,4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Moheibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19856,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Harryflintia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Planococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4731,0,0,16656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_NK4A214_group,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,1213,1828,0,9086,0,0,7794,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Candidatus_Saccharimonas,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Opitutus,0,0,0,636,1790,1939,0,0,0,1128,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13765,0,0,0,0,0,0,0,0,0
Bac_Christensenellaceae_R-7_group,202,0,0,0,0,117,0,174,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8489,0,0,0,0,0,0,0,0,0,0,0,0,10351,0,0,0
Bac_UCG-008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,16498,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,0,0,0,0,0
Bac_Chryseolinea,0,0,0,1528,0,814,0,522,1534,0,0,1060,0,0,0,0,0,668,0,0,6022,0,1820,0,0,0,0,0,0,0,0,0,0,5538,0,0,0,0,0,0,0,0
Bac_Entotheonellaceae_genus,0,461,0,232,0,424,0,0,561,154,0,645,0,0,317,0,0,0,0,0,3625,447,0,0,0,0,0,0,0,0,0,12313,0,0,0,0,0,0,0,0,0,0
Bac_Jeotgalibaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18919,0,0,0,0,0
Bac_Allobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13230,0,0,0,0,0,0,4954,0,0,0,0
Bac_Ilumatobacter,0,0,0,636,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,2184,0,0,3760,0,0,0,0,0,0,0,11231,0,0,0,0,0,0,0,0
Bac_CAG-196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18393,0,0,0,0
Bac_Vermiphilaceae_genus,0,0,0,348,0,0,0,0,841,0,0,0,0,1338,0,0,0,0,0,0,14874,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Prevotellaceae_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4590,0,0,0,0,3114,1945,0,0,1931,6295,0
Bac_Subgroup_17_genus,0,2616,0,0,0,903,0,0,894,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10856,0,0,0,0,0,0,0,0,0
Bac_Ardenticatenales_genus,0,1691,0,698,0,399,0,746,1332,618,0,0,967,1066,0,0,0,0,0,0,0,670,2079,0,0,0,0,0,0,4114,0,0,0,0,3068,0,0,0,0,0,0,0
Bac_Terriglobales_genus,1015,2943,0,3211,1303,1355,0,0,0,7552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Puia,0,0,0,0,276,398,0,0,0,1158,0,403,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13795,0,0,0,0
Bac_Actinoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16801
Bac_Acetatifactor,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16045,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0
Bac_Anaerolineaceae_genus,1161,0,2039,509,537,155,509,348,205,0,0,628,1412,0,1080,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385,0,0,0,0,0,0,0,0
Bac_NB1-j_genus,0,378,0,0,0,392,0,0,0,143,0,100,894,1237,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12313,0,0,0,0,0,0,0,0,0,0
Bac_Cutibacterium,1056,0,0,1079,1139,1127,0,2216,744,1435,346,428,1650,0,0,0,0,4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_AKYG1722_genus,0,0,0,509,0,931,1091,0,460,0,0,354,1697,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,5538,3068,0,0,0,0,0,0,0
Bac_Taibaiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Bacteroidales_RF16_group_genus,103,0,0,0,0,0,0,0,363,600,338,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,894,0,0,0,0,0,0,10659
Bac_BD2-11_terrestrial_group_genus,0,0,0,116,0,531,0,0,0,0,261,0,0,0,0,0,0,0,0,0,7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,0,0,0,0,0,0
Bac_Georgenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Corticibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Subgroup_13_genus,0,5230,0,1483,1825,0,0,0,0,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Nitrosospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14397,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Terrimonas,597,807,0,610,0,0,0,0,526,1158,0,323,0,1369,0,0,0,0,0,0,0,0,0,3306,0,0,0,0,0,0,0,0,5657,0,0,0,0,0,0,0,0,0
Bac_Prevotellaceae_UCG-003,267,0,0,0,0,0,0,0,0,345,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,0,0,0,2853,0,2906,4904,0,0,0,0,0,0
Bac_JG30-KF-CM66_genus,0,615,0,0,368,0,0,238,0,0,652,0,691,0,0,0,0,0,0,0,3625,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6911,0
Bac_Paludicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Bosea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3692,0,0,0,0,0,9980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Bordetella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_11_24_genus,0,0,0,494,521,902,0,0,3119,0,0,0,1469,0,0,0,0,0,0,0,0,0,1884,0,0,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Saccharimonadales_genus,0,0,0,465,537,930,0,0,2148,4183,0,686,0,0,0,0,0,0,0,0,0,0,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Ardenticatenaceae_genus,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12313,0,0,0,0,0,0,0,0,0,0
Bac_TRA3-20_genus,0,359,0,746,0,0,0,975,573,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3411,0,0,0,0,6284,0,0,0,0,0,0
Bac_Steroidobacteraceae_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11182,0,0,0,0,0,0,0,0,0
Bac_Thermoactinomyces,0,151,0,76,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,12235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_YC-ZSS-LKJ147,0,0,0,0,0,0,0,0,1838,0,0,0,544,0,416,0,0,0,0,0,7212,0,0,0,0,0,0,0,0,0,2601,0,0,0,0,0,0,0,0,0,0,0
Bac_Sporocytophaga,0,0,0,0,0,0,0,0,238,0,0,79,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10490,0,0,0
Bac_Blautia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956,0,0,0,0,7021,0,0,0,0,0,0,0,0,0,0,0
Bac_Solirubrobacteraceae_genus,0,0,0,0,268,0,0,0,1842,1353,0,0,0,2931,0,0,0,0,0,0,0,0,0,5484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Vicingus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11690,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Candidatus_Soleaferrea,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pseudolabrys,0,0,0,0,0,1615,0,0,1535,0,0,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6275,0,0,0,0,0,0,0,0,0,0,0
Bac_Ferruginibacter,716,0,0,1568,0,398,0,0,4205,348,0,1110,0,0,0,0,0,0,0,0,0,837,0,0,0,1180,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0
Bac_Noviherbaspirillum,0,0,0,0,1252,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,9489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Rs-E47_termite_group_genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,0,0,0,8096,0,0
Bac_Sandaracinaceae_genus,0,0,0,95,0,763,0,0,1265,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,4149,1751,0,0,0,0,0,0,0
Bac_Anaerotruncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Granulicella,1628,0,0,713,752,698,0,4394,287,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Defluviicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10650,0,0,0
Bac_Psychroglaciecola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,0,0,0,0,0,0,8443,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Thermoactinomycetaceae_genus,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,66,0,0,251,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9424
Bac_Rhodoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10447,0,0,0,0,0,0,0,0
Bac_Nordella,324,0,1423,828,0,0,0,0,0,0,0,877,985,867,0,0,0,0,0,0,0,0,0,2551,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,0,0,0
Bac_Eremiobacteria_genus,477,0,0,0,0,0,0,0,982,2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,0,0,0,0,0,0
Bac_Ohtaekwangia,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8259,0,1752,0,0,0,0,0,0,0
Bac_Gemmatimonas,0,0,0,0,0,837,0,0,1654,405,0,141,0,0,0,0,0,0,0,0,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Azospirillales_genus,0,515,0,311,0,284,0,479,376,0,0,360,1203,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912,0,0,0,2055,0,0,0,0,0,0,0
Bac_Alkalihalophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9956,0
Bac_ADurb.Bin063-1,0,0,0,0,0,0,0,279,821,0,0,126,0,0,0,0,0,0,0,0,8636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_SC-I-84_genus,0,650,0,203,311,186,0,0,0,451,0,126,0,0,0,246,0,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405,0,1353,0,0,0,0,0,0,0
Bac_Streptococcus,0,250,0,0,0,259,0,775,0,376,159,306,0,0,0,0,0,496,0,0,0,0,0,0,0,4709,0,0,0,0,2373,0,0,0,0,0,0,0,0,0,0,0
Bac_Dyadobacter,0,0,0,509,460,0,0,821,175,0,489,337,0,0,0,0,0,0,382,0,5787,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Adhaeribacter,314,0,0,0,0,419,0,863,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,7021,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Anaerofustis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Dongia,320,0,0,778,0,71,0,0,0,0,0,576,0,0,0,0,0,0,0,0,6194,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,0,0,0,0,0,0,0
Bac_JG30-KF-AS9_genus,0,0,0,0,245,106,0,0,140,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,0,0,0,0,0,0
Bac_Micropepsaceae_genus,177,0,0,129,681,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7308,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Delftia,139,606,816,0,268,233,0,1933,430,0,514,236,0,0,0,986,465,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Eisenbergiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pantoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,0,7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Kroppenstedtia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_SAR202_clade_genus,0,0,0,348,0,106,0,716,0,0,0,323,691,1582,0,0,0,0,0,0,0,893,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Rhodanobacter,174,0,0,0,256,0,0,0,0,3044,0,0,0,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Bradyrhizobium,864,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_[Clostridium]_innocuum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_[Ruminococcus]_gauvreauii_group,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8356,0,0,0,0,0,0,0,0,0,0,0
Bac_HSB_OF53-F07,0,0,0,582,307,1063,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Latescibacterota_genus,0,769,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Ellin6067,0,0,0,251,0,687,0,0,0,500,0,580,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,5508,0,0,0,0,0,0,0,0,0
Bac_Pseudonocardia,0,0,0,0,0,385,0,361,933,0,315,390,0,0,767,0,0,0,0,0,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,0,0,0,0
Bac_Amycolatopsis,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916,0,1843,1923,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0
Bac_RB41,0,0,0,0,0,0,0,0,1787,1642,0,0,0,0,0,0,0,0,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Phenylobacterium,0,0,0,763,1074,0,0,0,2455,0,0,2120,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Thermus,1078,521,0,0,1107,479,0,942,0,697,0,0,0,0,0,0,0,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Aeromicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7568,0
Bac_Arthrobacter,0,0,0,0,0,127,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,2867,0,0,4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Thomasclavelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6437,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0
Bac_Reyranella,320,412,0,233,0,0,0,0,469,0,0,0,0,570,0,0,0,0,0,0,3683,598,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Segatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,6029,0,0,0,0,0,0
Bac_Monoglobus,232,0,0,0,179,0,0,1393,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Actinocatenispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7120,0,0,0,0,0,0
Bac_Citricoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pygmaiobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Lachnospiraceae_FCS020_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Lentzea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7041,0,0,0,0,0,0,0,0
Bac_Elsterales_genus,0,0,0,0,164,142,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879,0,0,0,0,0,0
Bac_P2-11E_genus,0,0,0,348,858,531,0,0,561,0,0,215,0,487,0,281,0,0,0,0,0,0,1662,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pigmentiphaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Ramlibacter,0,0,0,509,0,0,0,0,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_CCD24_genus,0,0,0,122,0,0,0,0,664,0,0,170,218,448,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,3503,0,0,0,0,0,0
Bac_Lactococcus,0,526,0,0,652,0,0,1043,373,352,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338,0,0,0,0,0,0
Bac_Bilophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Aquicella,0,674,0,763,0,116,0,392,307,0,0,0,0,1199,0,0,0,1003,0,0,0,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Armatimonadota_genus,159,0,0,382,0,232,0,392,461,338,0,236,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0
Bac_G12-WMSP1,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5670,0,0,0,0,0,0
Bac_Hyphomicrobiales_genus,0,1096,0,592,0,216,0,0,0,0,0,0,1382,867,0,0,0,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Saprospiraceae_genus,522,1010,816,814,671,138,0,0,246,676,286,610,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Chitinophagaceae_genus,0,923,0,435,276,1036,0,0,0,2085,196,0,0,639,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Anaeroplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5649,0,0,0,0,0,0,0
Bac_Thermodesulfovibrionia_genus,0,0,0,1781,613,1163,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Desulfovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5517,0,0,0,0,0,0,0,0,0,0,0
Bac_Erysipelotrichaceae_UCG-003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5455,0
Bac_SH-PL14,0,674,0,382,0,1046,0,0,1228,0,0,589,0,533,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bac_Pedomicrobium,0,0,0,814,214,744,0,0,307,0,0,0,1210,0,0,0,0,1337,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
